Country,Country_ru,Date,Confirmed,Recovered,Deaths,Day_Deaths,Day_Confirmed,Day_Recovered
Guyana,Гайана,2020-06-03,153,70,12,0,0,0
Guyana,Гайана,2020-06-04,153,77,12,0,0,7
Guyana,Гайана,2020-06-05,153,77,12,0,0,0
Guyana,Гайана,2020-06-06,154,80,12,0,1,3
Guyana,Гайана,2020-06-07,154,80,12,0,0,0
Guyana,Гайана,2020-06-08,154,84,12,0,0,4
Guyana,Гайана,2020-06-09,156,86,12,0,2,2
Guyana,Гайана,2020-06-10,156,92,12,0,0,6
Guyana,Гайана,2020-06-11,158,92,12,0,2,0
Guyana,Гайана,2020-06-12,159,95,12,0,1,3
Guyana,Гайана,2020-06-13,159,95,12,0,0,0
Guyana,Гайана,2020-06-14,159,99,12,0,0,4
Gambia,Гамбия,2020-01-22,0,0,0,0,0,0
Gambia,Гамбия,2020-01-23,0,0,0,0,0,0
Gambia,Гамбия,2020-01-24,0,0,0,0,0,0
Gambia,Гамбия,2020-01-25,0,0,0,0,0,0
Gambia,Гамбия,2020-01-26,0,0,0,0,0,0
Gambia,Гамбия,2020-01-27,0,0,0,0,0,0
Gambia,Гамбия,2020-01-28,0,0,0,0,0,0
Gambia,Гамбия,2020-01-29,0,0,0,0,0,0
Gambia,Гамбия,2020-01-30,0,0,0,0,0,0
Gambia,Гамбия,2020-01-31,0,0,0,0,0,0
Gambia,Гамбия,2020-02-01,0,0,0,0,0,0
Gambia,Гамбия,2020-02-02,0,0,0,0,0,0
Gambia,Гамбия,2020-02-03,0,0,0,0,0,0
Gambia,Гамбия,2020-02-04,0,0,0,0,0,0
Gambia,Гамбия,2020-02-05,0,0,0,0,0,0
Gambia,Гамбия,2020-02-06,0,0,0,0,0,0
Gambia,Гамбия,2020-02-07,0,0,0,0,0,0
Gambia,Гамбия,2020-02-08,0,0,0,0,0,0
Gambia,Гамбия,2020-02-09,0,0,0,0,0,0
Gambia,Гамбия,2020-02-10,0,0,0,0,0,0
Gambia,Гамбия,2020-02-11,0,0,0,0,0,0
Gambia,Гамбия,2020-02-12,0,0,0,0,0,0
Gambia,Гамбия,2020-02-13,0,0,0,0,0,0
Gambia,Гамбия,2020-02-14,0,0,0,0,0,0
Gambia,Гамбия,2020-02-15,0,0,0,0,0,0
Gambia,Гамбия,2020-02-16,0,0,0,0,0,0
Gambia,Гамбия,2020-02-17,0,0,0,0,0,0
Gambia,Гамбия,2020-02-18,0,0,0,0,0,0
Gambia,Гамбия,2020-02-19,0,0,0,0,0,0
Gambia,Гамбия,2020-02-20,0,0,0,0,0,0
Gambia,Гамбия,2020-02-21,0,0,0,0,0,0
Gambia,Гамбия,2020-02-22,0,0,0,0,0,0
Gambia,Гамбия,2020-02-23,0,0,0,0,0,0
Gambia,Гамбия,2020-02-24,0,0,0,0,0,0
Gambia,Гамбия,2020-02-25,0,0,0,0,0,0
Gambia,Гамбия,2020-02-26,0,0,0,0,0,0
Gambia,Гамбия,2020-02-27,0,0,0,0,0,0
Gambia,Гамбия,2020-02-28,0,0,0,0,0,0
Gambia,Гамбия,2020-02-29,0,0,0,0,0,0
Gambia,Гамбия,2020-03-01,0,0,0,0,0,0
Gambia,Гамбия,2020-03-02,0,0,0,0,0,0
Gambia,Гамбия,2020-03-03,0,0,0,0,0,0
Gambia,Гамбия,2020-03-04,0,0,0,0,0,0
Gambia,Гамбия,2020-03-05,0,0,0,0,0,0
Gambia,Гамбия,2020-03-06,0,0,0,0,0,0
Gambia,Гамбия,2020-03-07,0,0,0,0,0,0
Gambia,Гамбия,2020-03-08,0,0,0,0,0,0
Gambia,Гамбия,2020-03-09,0,0,0,0,0,0
Gambia,Гамбия,2020-03-10,0,0,0,0,0,0
Gambia,Гамбия,2020-03-11,0,0,0,0,0,0
Gambia,Гамбия,2020-03-12,0,0,0,0,0,0
Gambia,Гамбия,2020-03-13,0,0,0,0,0,0
Gambia,Гамбия,2020-03-14,0,0,0,0,0,0
Gambia,Гамбия,2020-03-15,0,0,0,0,0,0
Gambia,Гамбия,2020-03-16,0,0,0,0,0,0
Gambia,Гамбия,2020-03-17,1,0,0,0,1,0
Gambia,Гамбия,2020-03-18,1,0,0,0,0,0
Gambia,Гамбия,2020-03-19,1,0,0,0,0,0
Gambia,Гамбия,2020-03-20,1,0,0,0,0,0
Gambia,Гамбия,2020-03-21,1,0,0,0,0,0
Gambia,Гамбия,2020-03-22,1,0,0,0,0,0
Gambia,Гамбия,2020-03-23,2,0,1,1,1,0
Gambia,Гамбия,2020-03-24,3,0,1,0,1,0
Gambia,Гамбия,2020-03-25,3,0,1,0,0,0
Gambia,Гамбия,2020-03-26,3,0,1,0,0,0
Gambia,Гамбия,2020-03-27,3,0,1,0,0,0
Gambia,Гамбия,2020-03-28,3,0,1,0,0,0
Gambia,Гамбия,2020-03-29,4,0,1,0,1,0
Gambia,Гамбия,2020-03-30,4,0,1,0,0,0
Gambia,Гамбия,2020-03-31,4,0,1,0,0,0
Gambia,Гамбия,2020-04-01,4,2,1,0,0,2
Gambia,Гамбия,2020-04-02,4,2,1,0,0,0
Gambia,Гамбия,2020-04-03,4,2,1,0,0,0
Gambia,Гамбия,2020-04-04,4,2,1,0,0,0
Gambia,Гамбия,2020-04-05,4,2,1,0,0,0
Gambia,Гамбия,2020-04-06,4,2,1,0,0,0
Gambia,Гамбия,2020-04-07,4,2,1,0,0,0
Gambia,Гамбия,2020-04-08,4,2,1,0,0,0
Gambia,Гамбия,2020-04-09,4,2,1,0,0,0
Gambia,Гамбия,2020-04-10,4,2,1,0,0,0
Gambia,Гамбия,2020-04-11,9,2,1,0,5,0
Gambia,Гамбия,2020-04-12,9,2,1,0,0,0
Gambia,Гамбия,2020-04-13,9,2,1,0,0,0
Gambia,Гамбия,2020-04-14,9,2,1,0,0,0
Gambia,Гамбия,2020-04-15,9,2,1,0,0,0
Gambia,Гамбия,2020-04-16,9,2,1,0,0,0
Gambia,Гамбия,2020-04-17,9,2,1,0,0,0
Gambia,Гамбия,2020-04-18,9,2,1,0,0,0
Gambia,Гамбия,2020-04-19,10,2,1,0,1,0
Gambia,Гамбия,2020-04-20,10,2,1,0,0,0
Gambia,Гамбия,2020-04-21,10,2,1,0,0,0
Gambia,Гамбия,2020-04-22,10,2,1,0,0,0
Gambia,Гамбия,2020-04-23,10,2,1,0,0,0
Gambia,Гамбия,2020-04-24,10,2,1,0,0,0
Gambia,Гамбия,2020-04-25,10,8,1,0,0,6
Gambia,Гамбия,2020-04-26,10,8,1,0,0,0
Gambia,Гамбия,2020-04-27,10,8,1,0,0,0
Gambia,Гамбия,2020-04-28,10,8,1,0,0,0
Gambia,Гамбия,2020-04-29,10,8,1,0,0,0
Gambia,Гамбия,2020-04-30,11,8,1,0,1,0
Gambia,Гамбия,2020-05-01,12,8,1,0,1,0
Gambia,Гамбия,2020-05-02,17,9,1,0,5,1
Gambia,Гамбия,2020-05-03,17,9,1,0,0,0
Gambia,Гамбия,2020-05-04,17,9,1,0,0,0
Gambia,Гамбия,2020-05-05,17,9,1,0,0,0
Gambia,Гамбия,2020-05-06,17,9,1,0,0,0
Gambia,Гамбия,2020-05-07,18,9,1,0,1,0
Gambia,Гамбия,2020-05-08,20,9,1,0,2,0
Gambia,Гамбия,2020-05-09,20,9,1,0,0,0
Gambia,Гамбия,2020-05-10,20,9,1,0,0,0
Gambia,Гамбия,2020-05-11,22,10,1,0,2,1
Gambia,Гамбия,2020-05-12,22,10,1,0,0,0
Gambia,Гамбия,2020-05-13,23,10,1,0,1,0
Gambia,Гамбия,2020-05-14,23,10,1,0,0,0
Gambia,Гамбия,2020-05-15,23,10,1,0,0,0
Gambia,Гамбия,2020-05-16,23,12,1,0,0,2
Gambia,Гамбия,2020-05-17,23,12,1,0,0,0
Gambia,Гамбия,2020-05-18,24,13,1,0,1,1
Gambia,Гамбия,2020-05-19,24,13,1,0,0,0
Gambia,Гамбия,2020-05-20,24,13,1,0,0,0
Gambia,Гамбия,2020-05-21,24,13,1,0,0,0
Gambia,Гамбия,2020-05-22,25,13,1,0,1,0
Gambia,Гамбия,2020-05-23,25,13,1,0,0,0
Gambia,Гамбия,2020-05-24,25,13,1,0,0,0
Gambia,Гамбия,2020-05-25,25,17,1,0,0,4
Gambia,Гамбия,2020-05-26,25,18,1,0,0,1
Gambia,Гамбия,2020-05-27,25,19,1,0,0,1
Gambia,Гамбия,2020-05-28,25,19,1,0,0,0
Gambia,Гамбия,2020-05-29,25,20,1,0,0,1
Gambia,Гамбия,2020-05-30,25,20,1,0,0,0
Gambia,Гамбия,2020-05-31,25,20,1,0,0,0
Gambia,Гамбия,2020-06-01,25,20,1,0,0,0
Gambia,Гамбия,2020-06-02,25,20,1,0,0,0
Gambia,Гамбия,2020-06-03,26,20,1,0,1,0
Gambia,Гамбия,2020-06-04,26,20,1,0,0,0
Gambia,Гамбия,2020-06-05,26,21,1,0,0,1
Gambia,Гамбия,2020-06-06,26,21,1,0,0,0
Gambia,Гамбия,2020-06-07,26,21,1,0,0,0
Gambia,Гамбия,2020-06-08,28,21,1,0,2,0
Gambia,Гамбия,2020-06-09,28,21,1,0,0,0
Gambia,Гамбия,2020-06-10,28,22,1,0,0,1
Gambia,Гамбия,2020-06-11,28,22,1,0,0,0
Gambia,Гамбия,2020-06-12,28,22,1,0,0,0
Gambia,Гамбия,2020-06-13,28,24,1,0,0,2
Gambia,Гамбия,2020-06-14,28,24,1,0,0,0
Ghana,Гана,2020-01-22,0,0,0,0,0,0
Ghana,Гана,2020-01-23,0,0,0,0,0,0
Ghana,Гана,2020-01-24,0,0,0,0,0,0
Ghana,Гана,2020-01-25,0,0,0,0,0,0
Ghana,Гана,2020-01-26,0,0,0,0,0,0
Ghana,Гана,2020-01-27,0,0,0,0,0,0
Ghana,Гана,2020-01-28,0,0,0,0,0,0
Ghana,Гана,2020-01-29,0,0,0,0,0,0
Ghana,Гана,2020-01-30,0,0,0,0,0,0
Ghana,Гана,2020-01-31,0,0,0,0,0,0
Ghana,Гана,2020-02-01,0,0,0,0,0,0
Ghana,Гана,2020-02-02,0,0,0,0,0,0
Ghana,Гана,2020-02-03,0,0,0,0,0,0
Ghana,Гана,2020-02-04,0,0,0,0,0,0
Ghana,Гана,2020-02-05,0,0,0,0,0,0
Ghana,Гана,2020-02-06,0,0,0,0,0,0
Ghana,Гана,2020-02-07,0,0,0,0,0,0
Ghana,Гана,2020-02-08,0,0,0,0,0,0
Ghana,Гана,2020-02-09,0,0,0,0,0,0
Ghana,Гана,2020-02-10,0,0,0,0,0,0
Ghana,Гана,2020-02-11,0,0,0,0,0,0
Ghana,Гана,2020-02-12,0,0,0,0,0,0
Ghana,Гана,2020-02-13,0,0,0,0,0,0
Ghana,Гана,2020-02-14,0,0,0,0,0,0
Ghana,Гана,2020-02-15,0,0,0,0,0,0
Ghana,Гана,2020-02-16,0,0,0,0,0,0
Ghana,Гана,2020-02-17,0,0,0,0,0,0
Ghana,Гана,2020-02-18,0,0,0,0,0,0
Ghana,Гана,2020-02-19,0,0,0,0,0,0
Ghana,Гана,2020-02-20,0,0,0,0,0,0
Ghana,Гана,2020-02-21,0,0,0,0,0,0
Ghana,Гана,2020-02-22,0,0,0,0,0,0
Ghana,Гана,2020-02-23,0,0,0,0,0,0
Ghana,Гана,2020-02-24,0,0,0,0,0,0
Ghana,Гана,2020-02-25,0,0,0,0,0,0
Ghana,Гана,2020-02-26,0,0,0,0,0,0
Ghana,Гана,2020-02-27,0,0,0,0,0,0
Ghana,Гана,2020-02-28,0,0,0,0,0,0
Ghana,Гана,2020-02-29,0,0,0,0,0,0
Ghana,Гана,2020-03-01,0,0,0,0,0,0
Ghana,Гана,2020-03-02,0,0,0,0,0,0
Ghana,Гана,2020-03-03,0,0,0,0,0,0
Ghana,Гана,2020-03-04,0,0,0,0,0,0
Ghana,Гана,2020-03-05,0,0,0,0,0,0
Ghana,Гана,2020-03-06,0,0,0,0,0,0
Ghana,Гана,2020-03-07,0,0,0,0,0,0
Ghana,Гана,2020-03-08,0,0,0,0,0,0
Ghana,Гана,2020-03-09,0,0,0,0,0,0
Ghana,Гана,2020-03-10,0,0,0,0,0,0
Ghana,Гана,2020-03-11,0,0,0,0,0,0
Ghana,Гана,2020-03-12,0,0,0,0,0,0
Ghana,Гана,2020-03-13,0,0,0,0,0,0
Ghana,Гана,2020-03-14,3,0,0,0,3,0
Ghana,Гана,2020-03-15,6,0,0,0,3,0
Ghana,Гана,2020-03-16,6,0,0,0,0,0
Ghana,Гана,2020-03-17,7,0,0,0,1,0
Ghana,Гана,2020-03-18,7,0,0,0,0,0
Ghana,Гана,2020-03-19,11,0,0,0,4,0
Ghana,Гана,2020-03-20,16,0,0,0,5,0
Ghana,Гана,2020-03-21,19,0,1,1,3,0
Ghana,Гана,2020-03-22,23,0,1,0,4,0
Ghana,Гана,2020-03-23,27,0,2,1,4,0
Ghana,Гана,2020-03-24,53,0,2,0,26,0
Ghana,Гана,2020-03-25,93,0,4,2,40,0
Ghana,Гана,2020-03-26,132,1,4,0,39,1
Ghana,Гана,2020-03-27,137,2,4,0,5,1
Ghana,Гана,2020-03-28,141,2,5,1,4,0
Ghana,Гана,2020-03-29,152,2,5,0,11,0
Ghana,Гана,2020-03-30,152,2,5,0,0,0
Ghana,Гана,2020-03-31,161,31,5,0,9,29
Ghana,Гана,2020-04-01,195,31,5,0,34,0
Ghana,Гана,2020-04-02,204,31,5,0,9,0
Ghana,Гана,2020-04-03,205,31,5,0,1,0
Ghana,Гана,2020-04-04,205,31,5,0,0,0
Ghana,Гана,2020-04-05,214,31,5,0,9,0
Ghana,Гана,2020-04-06,214,31,5,0,0,0
Ghana,Гана,2020-04-07,287,31,5,0,73,0
Ghana,Гана,2020-04-08,313,34,6,1,26,3
Ghana,Гана,2020-04-09,378,3,6,0,65,-31
Ghana,Гана,2020-04-10,378,4,6,0,0,1
Ghana,Гана,2020-04-11,408,4,8,2,30,0
Ghana,Гана,2020-04-12,566,4,8,0,158,0
Ghana,Гана,2020-04-13,566,4,8,0,0,0
Ghana,Гана,2020-04-14,636,17,8,0,70,13
Ghana,Гана,2020-04-15,636,17,8,0,0,0
Ghana,Гана,2020-04-16,641,83,8,0,5,66
Ghana,Гана,2020-04-17,641,83,8,0,0,0
Ghana,Гана,2020-04-18,834,99,9,1,193,16
Ghana,Гана,2020-04-19,1042,99,9,0,208,0
Ghana,Гана,2020-04-20,1042,99,9,0,0,0
Ghana,Гана,2020-04-21,1042,99,9,0,0,0
Ghana,Гана,2020-04-22,1154,99,9,0,112,0
Ghana,Гана,2020-04-23,1154,99,9,0,0,0
Ghana,Гана,2020-04-24,1279,134,10,1,125,35
Ghana,Гана,2020-04-25,1279,134,10,0,0,0
Ghana,Гана,2020-04-26,1550,155,11,1,271,21
Ghana,Гана,2020-04-27,1550,155,11,0,0,0
Ghana,Гана,2020-04-28,1671,188,16,5,121,33
Ghana,Гана,2020-04-29,1671,188,16,0,0,0
Ghana,Гана,2020-04-30,2074,212,17,1,403,24
Ghana,Гана,2020-05-01,2074,212,17,0,0,0
Ghana,Гана,2020-05-02,2169,229,18,1,95,17
Ghana,Гана,2020-05-03,2169,229,18,0,0,0
Ghana,Гана,2020-05-04,2719,294,18,0,550,65
Ghana,Гана,2020-05-05,2719,294,18,0,0,0
Ghana,Гана,2020-05-06,3091,294,18,0,372,0
Ghana,Гана,2020-05-07,3091,303,18,0,0,9
Ghana,Гана,2020-05-08,4012,323,18,0,921,20
Ghana,Гана,2020-05-09,4263,378,22,4,251,55
Ghana,Гана,2020-05-10,4263,378,22,0,0,0
Ghana,Гана,2020-05-11,4700,494,22,0,437,116
Ghana,Гана,2020-05-12,5127,494,22,0,427,0
Ghana,Гана,2020-05-13,5408,514,24,2,281,20
Ghana,Гана,2020-05-14,5530,674,24,0,122,160
Ghana,Гана,2020-05-15,5638,1460,28,4,108,786
Ghana,Гана,2020-05-16,5735,1754,29,1,97,294
Ghana,Гана,2020-05-17,5735,1754,29,0,0,0
Ghana,Гана,2020-05-18,5735,1754,29,0,0,0
Ghana,Гана,2020-05-19,6096,1773,31,2,361,19
Ghana,Гана,2020-05-20,6269,1898,31,0,173,125
Ghana,Гана,2020-05-21,6269,1898,31,0,0,0
Ghana,Гана,2020-05-22,6486,1951,31,0,217,53
Ghana,Гана,2020-05-23,6617,1978,31,0,131,27
Ghana,Гана,2020-05-24,6683,1998,32,1,66,20
Ghana,Гана,2020-05-25,6808,2070,32,0,125,72
Ghana,Гана,2020-05-26,7117,2317,34,2,309,247
Ghana,Гана,2020-05-27,7303,2412,34,0,186,95
Ghana,Гана,2020-05-28,7303,2412,34,0,0,0
Ghana,Гана,2020-05-29,7616,2421,34,0,313,9
Ghana,Гана,2020-05-30,7768,2540,35,1,152,119
Ghana,Гана,2020-05-31,8070,2947,36,1,302,407
Ghana,Гана,2020-06-01,8070,2947,36,0,0,0
Ghana,Гана,2020-06-02,8297,2986,38,2,227,39
Ghana,Гана,2020-06-03,8548,3132,38,0,251,146
Ghana,Гана,2020-06-04,8885,3189,38,0,337,57
Ghana,Гана,2020-06-05,9168,3457,42,4,283,268
Ghana,Гана,2020-06-06,9462,3547,44,2,294,90
Ghana,Гана,2020-06-07,9638,3636,44,0,176,89
Ghana,Гана,2020-06-08,9910,3645,48,4,272,9
Ghana,Гана,2020-06-09,10201,3755,48,0,291,110
Ghana,Гана,2020-06-10,10201,3755,48,0,0,0
Ghana,Гана,2020-06-11,10358,3824,48,0,157,69
Ghana,Гана,2020-06-12,10856,3921,48,0,498,97
Ghana,Гана,2020-06-13,11118,3979,48,0,262,58
Ghana,Гана,2020-06-14,11964,4258,54,6,846,279
Guatemala,Гватемала,2020-01-22,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-23,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-24,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-25,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-26,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-27,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-28,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-29,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-30,0,0,0,0,0,0
Guatemala,Гватемала,2020-01-31,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-01,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-02,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-03,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-04,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-05,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-06,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-07,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-08,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-09,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-10,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-11,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-12,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-13,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-14,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-15,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-16,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-17,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-18,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-19,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-20,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-21,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-22,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-23,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-24,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-25,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-26,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-27,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-28,0,0,0,0,0,0
Guatemala,Гватемала,2020-02-29,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-01,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-02,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-03,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-04,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-05,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-06,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-07,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-08,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-09,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-10,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-11,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-12,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-13,0,0,0,0,0,0
Guatemala,Гватемала,2020-03-14,1,0,0,0,1,0
Guatemala,Гватемала,2020-03-15,1,0,0,0,0,0
Guatemala,Гватемала,2020-03-16,2,0,1,1,1,0
Guatemala,Гватемала,2020-03-17,6,0,1,0,4,0
Guatemala,Гватемала,2020-03-18,6,0,1,0,0,0
Guatemala,Гватемала,2020-03-19,9,0,1,0,3,0
Guatemala,Гватемала,2020-03-20,12,0,1,0,3,0
Guatemala,Гватемала,2020-03-21,17,0,1,0,5,0
Guatemala,Гватемала,2020-03-22,19,0,1,0,2,0
Guatemala,Гватемала,2020-03-23,20,0,1,0,1,0
Guatemala,Гватемала,2020-03-24,21,0,1,0,1,0
Guatemala,Гватемала,2020-03-25,24,4,1,0,3,4
Guatemala,Гватемала,2020-03-26,25,4,1,0,1,0
Guatemala,Гватемала,2020-03-27,28,4,1,0,3,0
Guatemala,Гватемала,2020-03-28,34,10,1,0,6,6
Guatemala,Гватемала,2020-03-29,34,10,1,0,0,0
Guatemala,Гватемала,2020-03-30,36,10,1,0,2,0
Guatemala,Гватемала,2020-03-31,38,12,1,0,2,2
Guatemala,Гватемала,2020-04-01,39,12,1,0,1,0
Guatemala,Гватемала,2020-04-02,47,12,1,0,8,0
Guatemala,Гватемала,2020-04-03,50,12,1,0,3,0
Guatemala,Гватемала,2020-04-04,61,15,2,1,11,3
Guatemala,Гватемала,2020-04-05,61,15,2,0,0,0
Guatemala,Гватемала,2020-04-06,70,15,3,1,9,0
Guatemala,Гватемала,2020-04-07,77,17,3,0,7,2
Guatemala,Гватемала,2020-04-08,87,17,3,0,10,0
Guatemala,Гватемала,2020-04-09,95,17,3,0,8,0
Guatemala,Гватемала,2020-04-10,126,17,3,0,31,0
Guatemala,Гватемала,2020-04-11,137,19,3,0,11,2
Guatemala,Гватемала,2020-04-12,155,19,5,2,18,0
Guatemala,Гватемала,2020-04-13,156,19,5,0,1,0
Guatemala,Гватемала,2020-04-14,167,19,5,0,11,0
Guatemala,Гватемала,2020-04-15,180,19,5,0,13,0
Guatemala,Гватемала,2020-04-16,196,19,5,0,16,0
Guatemala,Гватемала,2020-04-17,214,21,7,2,18,2
Guatemala,Гватемала,2020-04-18,235,21,7,0,21,0
Guatemala,Гватемала,2020-04-19,257,21,7,0,22,0
Guatemala,Гватемала,2020-04-20,289,21,7,0,32,0
Guatemala,Гватемала,2020-04-21,294,24,7,0,5,3
Guatemala,Гватемала,2020-04-22,316,24,8,1,22,0
Guatemala,Гватемала,2020-04-23,384,30,11,3,68,6
Guatemala,Гватемала,2020-04-24,430,30,11,0,46,0
Guatemala,Гватемала,2020-04-25,473,45,13,2,43,15
Guatemala,Гватемала,2020-04-26,500,49,15,2,27,4
Guatemala,Гватемала,2020-04-27,530,49,15,0,30,0
Guatemala,Гватемала,2020-04-28,530,49,15,0,0,0
Guatemala,Гватемала,2020-04-29,557,62,16,1,27,13
Guatemala,Гватемала,2020-04-30,599,66,16,0,42,4
Guatemala,Гватемала,2020-05-01,644,72,16,0,45,6
Guatemala,Гватемала,2020-05-02,688,72,17,1,44,0
Guatemala,Гватемала,2020-05-03,703,72,17,0,15,0
Guatemala,Гватемала,2020-05-04,730,79,19,2,27,7
Guatemala,Гватемала,2020-05-05,763,79,19,0,33,0
Guatemala,Гватемала,2020-05-06,798,86,21,2,35,7
Guatemala,Гватемала,2020-05-07,832,90,23,2,34,4
Guatemala,Гватемала,2020-05-08,900,101,24,1,68,11
Guatemala,Гватемала,2020-05-09,967,104,24,0,67,3
Guatemala,Гватемала,2020-05-10,1052,110,26,2,85,6
Guatemala,Гватемала,2020-05-11,1114,111,26,0,62,1
Guatemala,Гватемала,2020-05-12,1199,120,27,1,85,9
Guatemala,Гватемала,2020-05-13,1342,121,29,2,143,1
Guatemala,Гватемала,2020-05-14,1518,129,29,0,176,8
Guatemala,Гватемала,2020-05-15,1643,135,30,1,125,6
Guatemala,Гватемала,2020-05-16,1763,138,33,3,120,3
Guatemala,Гватемала,2020-05-17,1763,138,33,0,0,0
Guatemala,Гватемала,2020-05-18,1912,138,35,2,149,0
Guatemala,Гватемала,2020-05-19,2133,155,43,8,221,17
Guatemala,Гватемала,2020-05-20,2265,159,45,2,132,4
Guatemala,Гватемала,2020-05-21,2512,222,48,3,247,63
Guatemala,Гватемала,2020-05-22,2743,222,51,3,231,0
Guatemala,Гватемала,2020-05-23,3054,244,55,4,311,22
Guatemala,Гватемала,2020-05-24,3424,258,58,3,370,14
Guatemala,Гватемала,2020-05-25,3760,274,59,1,336,16
Guatemala,Гватемала,2020-05-26,3954,289,63,4,194,15
Guatemala,Гватемала,2020-05-27,4145,493,68,5,191,204
Guatemala,Гватемала,2020-05-28,4348,565,80,12,203,72
Guatemala,Гватемала,2020-05-29,4607,648,90,10,259,83
Guatemala,Гватемала,2020-05-30,4739,706,102,12,132,58
Guatemala,Гватемала,2020-05-31,5087,735,108,6,348,29
Guatemala,Гватемала,2020-06-01,5336,795,116,8,249,60
Guatemala,Гватемала,2020-06-02,5586,824,123,7,250,29
Guatemala,Гватемала,2020-06-03,5760,929,143,20,174,105
Guatemala,Гватемала,2020-06-04,6154,979,158,15,394,50
Guatemala,Гватемала,2020-06-05,6485,1053,216,58,331,74
Guatemala,Гватемала,2020-06-06,6792,1133,230,14,307,80
Guatemala,Гватемала,2020-06-07,7055,1261,252,22,263,128
Guatemala,Гватемала,2020-06-08,7502,1323,267,15,447,62
Guatemala,Гватемала,2020-06-09,7866,1413,289,22,364,90
Guatemala,Гватемала,2020-06-10,8221,1504,316,27,355,91
Guatemala,Гватемала,2020-06-11,8561,1567,334,18,340,63
Guatemala,Гватемала,2020-06-12,8982,1702,351,17,421,135
Guatemala,Гватемала,2020-06-13,9491,1804,367,16,509,102
Guatemala,Гватемала,2020-06-14,9845,1886,384,17,354,82
Guinea-Bissau,Гвинея-Бисау,2020-01-22,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-23,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-24,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-25,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-26,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-27,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-28,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-29,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-30,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-01-31,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-02-01,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-02-02,0,0,0,0,0,0
Guinea-Bissau,Гвинея-Бисау,2020-02-03,0,0,0,0,0,0
